Chr,Start,End
1,51046461,51146460
1,51146461,51246460
1,51246461,51346460
1,51346461,51446460
1,51446461,51546460
1,51546461,51646460
1,51646461,51746460
1,51746461,51846460
1,51846461,51946460
1,51946461,52046460
1,52046461,52146460
1,52146461,52246460
1,52246461,52346460
1,52346461,52446460
1,52446461,52546460
1,52546461,52646460
1,52646461,52746460
1,52746461,52846460
1,52846461,52946460
1,52946461,53046460
1,53046461,53146460
1,53146461,53246460
1,53246461,53346460
1,53346461,53446460
1,53446461,53546460
1,53546461,53646460
1,53646461,53746460
1,53746461,53846460
1,53846461,53946460
1,53946461,54046460
1,54046461,54146460
1,54146461,54246460
1,54246461,54346460
1,54346461,54446460
1,54446461,54546460
1,54546461,54646460
1,54646461,54746460
1,54746461,54846460
1,54846461,54946460
1,54946461,55046460
1,55046461,55108953
1,55108955,55208954
1,55208955,55308954
1,55308955,55408954
1,55408955,55508954
1,55508955,55608954
1,55608955,55708954
1,55708955,55808954
1,55808955,55908954
1,55908955,56008954
1,56008955,56108954
1,56108955,56208954
1,56208955,56308954
1,56308955,56408954
1,56408955,56508954
1,56508955,56608954
1,56608955,56708954
1,56708955,56808954
1,56808955,56908954
1,56908955,57008954
1,57008955,57108954
1,57108955,57208954
1,57208955,57308954
1,57308955,57408954
1,57408955,57508954
1,57508955,57608954
1,57608955,57708954
1,57708955,57808954
1,57808955,57908954
1,57908955,58008954
1,58008955,58108954
1,58108955,58208954
1,58208955,58308954
1,58308955,58408954
1,58408955,58508954
1,58508955,58608954
1,58608955,58708954
1,58708955,58808954
1,58808955,58908954
1,58908955,59008954
1,59008955,59108954
1,59108955,59208954
1,59208955,59308954
1,59308955,59408954
1,59408955,59508954
1,59508955,59515322
1,59515324,59615323
1,59615324,59715323
1,59715324,59815323
1,59815324,59915323
1,59915324,60015323
1,60015324,60115323
1,60115324,60215323
1,60215324,60315323
1,60315324,60415323
1,60415324,60515323
1,60515324,60615323
1,60615324,60715323
1,60715324,60815323
1,60815324,60915323
1,60915324,61015323
1,61015324,61115323
1,61115324,61215323
1,61215324,61315323
1,61315324,61415323
1,61415324,61515323
1,61515324,61615323
1,61615324,61715323
1,61715324,61815323
1,61815324,61915323
1,61915324,62015323
1,62015324,62115323
1,62115324,62215323
1,62215324,62315323
1,62315324,62415323
1,62415324,62515323
1,62515324,62615323
1,62615324,62715323
1,62715324,62815323
1,62815324,62915323
1,62915324,63015323
1,63015324,63115323
1,63115324,63215323
1,63215324,63315323
1,63315324,63415323
1,63415324,63515323
1,63515324,63615323
1,63615324,63715323
1,63715324,63815323
1,63815324,63915323
1,63915324,64015323
1,64015324,64115323
1,64115324,64203759
1,64203761,64303760
1,64303761,64403760
1,64403761,64503760
1,64503761,64603760
1,64603761,64703760
1,64703761,64803760
1,64803761,64903760
1,64903761,65003760
1,65003761,65103760
1,65103761,65203760
1,65203761,65303760
1,65303761,65403760
1,65403761,65503760
1,65503761,65603760
1,65603761,65703760
1,65703761,65803760
1,65803761,65863042
1,65863044,65963043
1,65963044,66063043
1,66063044,66163043
1,66163044,66263043
1,66263044,66363043
1,66363044,66463043
1,66463044,66563043
1,66563044,66588703
1,66588705,66629792
1,66629794,66729793
1,66729794,66829793
1,66829794,66929793
1,66929794,67029793
1,67029794,67129793
1,67129794,67229793
1,67229794,67329793
1,67329794,67429793
1,67429794,67529793
1,67529794,67591769
1,67591771,67691770
1,67691771,67791770
1,67791771,67891770
1,67891771,67991770
1,67991771,68091770
1,68091771,68191770
1,68191771,68291770
1,68291771,68391770
1,68391771,68491770
1,68491771,68591770
1,68591771,68691770
1,68691771,68791770
1,68791771,68839881
1,68839883,68939882
1,68939883,69039882
1,69039883,69139882
1,69139883,69239882
1,69239883,69339882
1,69339883,69439882
1,69439883,69539882
1,69539883,69639882
1,69639883,69739882
1,69739883,69839882
1,69839883,69939882
1,69939883,70039882
1,70039883,70139882
1,70139883,70239882
1,70239883,70339882
1,70339883,70340627
1,70340629,70440628
1,70440629,70540628
1,70540629,70640628
1,70640629,70740628
1,70740629,70840628
1,70840629,70940628
1,70940629,71040628
1,71040629,71140628
1,71140629,71240628
1,71240629,71340628
1,71340629,71440628
1,71440629,71540628
1,71540629,71640628
1,71640629,71740628
1,71740629,71840628
1,71840629,71937525
1,71937527,72037526
1,72037527,72137526
1,72137527,72237526
1,72237527,72337526
1,72337527,72437526
1,72437527,72537526
1,72537527,72637526
1,72637527,72737526
1,72737527,72837526
1,72837527,72937526
1,72937527,73037526
1,73037527,73137526
1,73137527,73237526
1,73237527,73337526
1,73337527,73437526
1,73437527,73537526
1,73537527,73637526
1,73637527,73737526
1,73737527,73837526
1,73837527,73937526
1,73937527,74037526
1,74037527,74137526
1,74137527,74237526
1,74237527,74337526
1,74337527,74437526
1,74437527,74537526
1,74537527,74637526
1,74637527,74737526
1,74737527,74837526
1,74837527,74937526
1,74937527,75004204
1,75004206,75104205
1,75104206,75204205
1,75204206,75304205
1,75304206,75404205
1,75404206,75504205
1,75504206,75604205
1,75604206,75704205
1,75704206,75804205
1,75804206,75904205
1,75904206,76004205
1,76004206,76104205
1,76104206,76204205
1,76204206,76238944
1,76238946,76338945
1,76338946,76438945
1,76438946,76538945
1,76538946,76638945
1,76638946,76738945
1,76738946,76838945
1,76838946,76938945
1,76938946,77038945
1,77038946,77138945
1,77138946,77238945
1,77238946,77338945
1,77338946,77438945
1,77438946,77538945
1,77538946,77638945
1,77638946,77738945
1,77738946,77838945
1,77838946,77938945
1,77938946,78038945
1,78038946,78138945
1,78138946,78238945
1,78238946,78338945
1,78338946,78438945
1,78438946,78538945
1,78538946,78638945
1,78638946,78738945
1,78738946,78838945
1,78838946,78938945
1,78938946,79038945
1,79038946,79138945
1,79138946,79238945
1,79238946,79338945
1,79338946,79438945
1,79438946,79538945
1,79538946,79638945
1,79638946,79738945
1,79738946,79838945
1,79838946,79938945
1,79938946,80038945
1,80038946,80138945
1,80138946,80238945
1,80238946,80338945
1,80338946,80438945
1,80438946,80516879
1,80516881,80616880
1,80616881,80716880
1,80716881,80816880
1,80816881,80916880
1,80916881,81016880
1,81016881,81116880
1,81116881,81216880
1,81216881,81316880
1,81316881,81416880
1,81416881,81516880
1,81516881,81616880
1,81616881,81716880
1,81716881,81816880
1,81816881,81916880
1,81916881,82016880
1,82016881,82116880
1,82116881,82216880
1,82216881,82316880
1,82316881,82416880
1,82416881,82516880
1,82516881,82616880
1,82616881,82716880
1,82716881,82816880
1,82816881,82916880
1,82916881,83016880
1,83016881,83116880
1,83116881,83216880
1,83216881,83316880
1,83316881,83416880
1,83416881,83516880
1,83516881,83616880
1,83616881,83716880
1,83716881,83816880
1,83816881,83916880
1,83916881,84016880
1,84016881,84116880
1,84116881,84216880
1,84216881,84316880
1,84316881,84416880
1,84416881,84516880
1,84516881,84616880
1,84616881,84716880
1,84716881,84816880
1,84816881,84916880
1,84916881,84963728
1,84963730,85063729
1,85063730,85163729
1,85163730,85263729
1,85263730,85363729
1,85363730,85463729
1,85463730,85563729
1,85563730,85663729
1,85663730,85763729
1,85763730,85863729
1,85863730,85963729
1,85963730,86063729
1,86063730,86163729
1,86163730,86263729
1,86263730,86363729
1,86363730,86463729
1,86463730,86563729
1,86563730,86663729
1,86663730,86763729
1,86763730,86863729
1,86863730,86963729
1,86963730,87063729
1,87063730,87163729
1,87163730,87263729
1,87263730,87363729
1,87363730,87463729
1,87463730,87563729
1,87563730,87663729
1,87663730,87763729
1,87763730,87863729
1,87863730,87963729
1,87963730,88063729
1,88063730,88163729
1,88163730,88263729
1,88263730,88363729
1,88363730,88463729
1,88463730,88563729
1,88563730,88663729
1,88663730,88763729
1,88763730,88863729
1,88863730,88963729
1,88963730,89063729
1,89063730,89163729
1,89163730,89263729
1,89263730,89363729
1,89363730,89463729
1,89463730,89501697
1,89501699,89601698
1,89601699,89701698
1,89701699,89801698
1,89801699,89901698
1,89901699,90001698
1,90001699,90101698
1,90101699,90201698
1,90201699,90301698
1,90301699,90401698
1,90401699,90501698
1,90501699,90601698
1,90601699,90701698
1,90701699,90801698
1,90801699,90901698
1,90901699,91001698
1,91001699,91101698
1,91101699,91201698
1,91201699,91301698
1,91301699,91401698
1,91401699,91501698
1,91501699,91601698
1,91601699,91701698
1,91701699,91801698
1,91801699,91901698
1,91901699,92001698
1,92001699,92101698
1,92101699,92201698
1,92201699,92301698
1,92301699,92401698
1,92401699,92501698
1,92501699,92601698
1,92601699,92701698
1,92701699,92801698
1,92801699,92901698
1,92901699,93001698
1,93001699,93101698
1,93101699,93201698
1,93201699,93301698
1,93301699,93401698
1,93401699,93501698
1,93501699,93601698
1,93601699,93701698
1,93701699,93801698
1,93801699,93901698
1,93901699,94001698
1,94001699,94101698
1,94101699,94201698
1,94201699,94266879
1,94266881,94366880
1,94366881,94466880
1,94466881,94566880
1,94566881,94666880
1,94666881,94766880
1,94766881,94866880
1,94866881,94966880
1,94966881,95066880
1,95066881,95097078
1,95097080,95197079
1,95197080,95297079
1,95297080,95397079
1,95397080,95407801
1,95407803,95507802
1,95507803,95607802
1,95607803,95707802
1,95707803,95807802
1,95807803,95907802
1,95907803,96007802
1,96007803,96107802
1,96107803,96207802
1,96207803,96307802
1,96307803,96407802
1,96407803,96507802
1,96507803,96607802
1,96607803,96707802
1,96707803,96807802
1,96807803,96907802
1,96907803,97007802
1,97007803,97107802
1,97107803,97207802
1,97207803,97307802
1,97307803,97407802
1,97407803,97507802
1,97507803,97607802
1,97607803,97707802
1,97707803,97798760
1,97798762,97852145
1,97852147,97952146
1,97952147,98052146
1,98052147,98152146
1,98152147,98252146
1,98252147,98352146
1,98352147,98417763
1,98417765,98517764
1,98517765,98617764
1,98617765,98717764
1,98717765,98817764
1,98817765,98917764
1,98917765,99017764
1,99017765,99117764
1,99117765,99217764
1,99217765,99317764
1,99317765,99417764
1,99417765,99517764
1,99517765,99617764
1,99617765,99717764
1,99717765,99817764
1,99817765,99917764
1,99917765,100017764
1,100017765,100117764
1,100117765,100217764
1,100217765,100317764
1,100317765,100417764
1,100417765,100517764
1,100517765,100617764
1,100617765,100717764
1,100717765,100817764
1,100817765,100917764
1,100917765,101017764
1,101017765,101117764
1,101117765,101217764
1,101217765,101317764
1,101317765,101417764
1,101417765,101517764
1,101517765,101617764
1,101617765,101717764
1,101717765,101817764
1,101817765,101917764
1,101917765,102017764
1,102017765,102117764
1,102117765,102204724
1,102204726,102304725
1,102304726,102326824
1,102326826,102426825
1,102426826,102526825
1,102526826,102626825
1,102626826,102726825
1,102726826,102826825
1,102826826,102926825
1,102926826,103026825
1,103026826,103126825
1,103126826,103226825
1,103226826,103326825
1,103326826,103426825
1,103426826,103526825
1,103526826,103626825
1,103626826,103726825
1,103726826,103826825
1,103826826,103926825
1,103926826,104026825
1,104026826,104126825
1,104126826,104226825
1,104226826,104326825
1,104326826,104375500
1,104375502,104475501
1,104475502,104575501
1,104575502,104675501
1,104675502,104775501
1,104775502,104875501
1,104875502,104975501
1,104975502,105075501
1,105075502,105175501
1,105175502,105275501
1,105275502,105375501
1,105375502,105475501
1,105475502,105575501
1,105575502,105675501
1,105675502,105775501
1,105775502,105875501
1,105875502,105878329
1,105878331,105978330
1,105978331,106078330
1,106078331,106178330
1,106178331,106231954
1,106231956,106331955
1,106331956,106431955
1,106431956,106531955
1,106531956,106631955
1,106631956,106731955
1,106731956,106831955
1,106831956,106931955
1,106931956,107031955
1,107031956,107131955
1,107131956,107231955
1,107231956,107331955
1,107331956,107431955
1,107431956,107531955
1,107531956,107631955
1,107631956,107731955
1,107731956,107831955
1,107831956,107931955
1,107931956,108031955
1,108031956,108131955
1,108131956,108231955
1,108231956,108331955
1,108331956,108431955
1,108431956,108531955
1,108531956,108631955
1,108631956,108731955
1,108731956,108831955
1,108831956,108931955
1,108931956,109031955
1,109031956,109131955
1,109131956,109231955
1,109231956,109331955
1,109331956,109431955
1,109431956,109531955
1,109531956,109631955
1,109631956,109731955
1,109731956,109831955
1,109831956,109931955
1,109931956,110031955
1,110031956,110131955
1,110131956,110213458
1,110213460,110307990
1,110307992,110342035
1,110342037,110442036
1,110442037,110542036
1,110542037,110642036
1,110642037,110742036
1,110742037,110842036
1,110842037,110942036
1,110942037,111042036
1,111042037,111142036
1,111142037,111242036
1,111242037,111342036
1,111342037,111442036
1,111442037,111542036
1,111542037,111642036
1,111642037,111742036
1,111742037,111842036
1,111842037,111942036
1,111942037,112042036
1,112042037,112142036
1,112142037,112242036
1,112242037,112342036
1,112342037,112442036
1,112442037,112542036
1,112542037,112642036
1,112642037,112742036
1,112742037,112842036
1,112842037,112942036
1,112942037,113042036
1,113042037,113142036
1,113142037,113242036
1,113242037,113342036
1,113342037,113442036
1,113442037,113488216
1,113488218,113588217
1,113588218,113688217
1,113688218,113788217
1,113788218,113888217
1,113888218,113988217
1,113988218,114088217
1,114088218,114188217
1,114188218,114288217
1,114288218,114339867
1,114339869,114439868
1,114439869,114539868
1,114539869,114639868
1,114639869,114739868
1,114739869,114839868
1,114839869,114939868
1,114939869,115039868
1,115039869,115139868
1,115139869,115239868
1,115239869,115339868
1,115339869,115439868
1,115439869,115539868
1,115539869,115639868
1,115639869,115739868
1,115739869,115839868
1,115839869,115939868
1,115939869,116039868
1,116039869,116139868
1,116139869,116239868
1,116239869,116339868
1,116339869,116439868
1,116439869,116539868
1,116539869,116639868
1,116639869,116739868
1,116739869,116839868
1,116839869,116939868
1,116939869,117039868
1,117039869,117108085
1,117108087,117208086
1,117208087,117308086
1,117308087,117408086
1,117408087,117508086
1,117508087,117608086
1,117608087,117708086
1,117708087,117808086
1,117808087,117908086
1,117908087,118008086
1,118008087,118108086
1,118108087,118208086
1,118208087,118308086
1,118308087,118408086
1,118408087,118508086
1,118508087,118608086
1,118608087,118708086
1,118708087,118808086
1,118808087,118908086
1,118908087,119008086
1,119008087,119108086
1,119108087,119208086
1,119208087,119308086
1,119308087,119408086
1,119408087,119492304
1,119492306,119592305
1,119592306,119692305
1,119692306,119792305
1,119792306,119892305
1,119892306,119992305
1,119992306,120092305
1,120092306,120192305
1,120192306,120292305
1,120292306,120392305
1,120392306,120492305
1,120492306,120592305
1,120592306,120692305
1,120692306,120792305
1,120792306,120892305
1,120892306,120992305
1,120992306,121092305
1,121092306,121192305
1,121192306,121292305
1,121292306,121392305
1,121392306,121492305
1,121492306,121592305
1,121592306,121692305
1,121692306,121792305
1,121792306,121892305
1,121892306,121992305
1,121992306,122092305
1,122092306,122192305
1,122192306,122292305
1,122292306,122392305
1,122392306,122492305
1,122492306,122592305
1,122592306,122692305
1,122692306,122792305
1,122792306,122892305
1,122892306,122992305
1,122992306,123092305
1,123092306,123192305
1,123192306,123292305
1,123292306,123331737
1,123331739,123431738
1,123431739,123531738
1,123531739,123631738
1,123631739,123731738
1,123731739,123831738
1,123831739,123931738
1,123931739,124031738
1,124031739,124131738
1,124131739,124231738
1,124231739,124331738
1,124331739,124431738
1,124431739,124531738
1,124531739,124621650
1,124621652,124721651
1,124721652,124821651
1,124821652,124921651
1,124921652,125021651
1,125021652,125121651
1,125121652,125221651
1,125221652,125321651
1,125321652,125421651
1,125421652,125468238
1,125468240,125568239
1,125568240,125668239
1,125668240,125768239
1,125768240,125868239
1,125868240,125968239
1,125968240,126068239
1,126068240,126168239
1,126168240,126268239
1,126268240,126368239
1,126368240,126468239
1,126468240,126568239
1,126568240,126668239
1,126668240,126768239
1,126768240,126868239
1,126868240,126968239
1,126968240,127068239
1,127068240,127168239
1,127168240,127268239
1,127268240,127368239
1,127368240,127468239
1,127468240,127568239
1,127568240,127598027
1,127598029,127698028
1,127698029,127798028
1,127798029,127898028
1,127898029,127998028
1,127998029,128098028
1,128098029,128198028
1,128198029,128298028
1,128298029,128398028
1,128398029,128498028
1,128498029,128598028
1,128598029,128698028
1,128698029,128798028
1,128798029,128898028
1,128898029,128998028
1,128998029,129098028
1,129098029,129198028
1,129198029,129298028
1,129298029,129398028
1,129398029,129498028
1,129498029,129598028
1,129598029,129698028
1,129698029,129798028
1,129798029,129898028
1,129898029,129998028
1,129998029,130098028
1,130098029,130198028
1,130198029,130298028
1,130298029,130398028
1,130398029,130498028
1,130498029,130598028
1,130598029,130698028
1,130698029,130798028
1,130798029,130898028
1,130898029,130998028
1,130998029,131098028
1,131098029,131198028
1,131198029,131298028
1,131298029,131398028
1,131398029,131498028
1,131498029,131598028
1,131598029,131698028
1,131698029,131798028
1,131798029,131888910
1,131888912,131988911
1,131988912,132088911
1,132088912,132188911
1,132188912,132288911
1,132288912,132388911
1,132388912,132488911
1,132488912,132588911
1,132588912,132688911
1,132688912,132788911
1,132788912,132888911
1,132888912,132988911
1,132988912,133088911
1,133088912,133188911
1,133188912,133288911
1,133288912,133388911
1,133388912,133488911
1,133488912,133588911
1,133588912,133688911
1,133688912,133729642
1,133729644,133829643
1,133829644,133929643
1,133929644,134029643
1,134029644,134129643
1,134129644,134229643
1,134229644,134329643
1,134329644,134429643
1,134429644,134529643
1,134529644,134629643
1,134629644,134729643
1,134729644,134829643
1,134829644,134929643
1,134929644,135029643
1,135029644,135129643
1,135129644,135229643
1,135229644,135329643
1,135329644,135429643
1,135429644,135529643
1,135529644,135629643
1,135629644,135729643
1,135729644,135829643
1,135829644,135929643
1,135929644,136029643
1,136029644,136129643
